Code,Long Name,Income Group,Region,Lending category,Other groups,Currency Unit,Latest population census,Latest household survey,Special Notes,National accounts base year,National accounts reference year,System of National Accounts,SNA price valuation,Alternative conversion factor,PPP survey years,Balance of Payments Manual in use,External debt Reporting status,System of trade,Government Accounting concept,IMF data dissemination standard,Source of most recent Income and expenditure data,Vital registration complete,Latest agricultural census,Latest industrial data,Latest trade data,Latest water withdrawal data,2-alpha code,WB-2 code,Table Name,Short Name
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Vietnam,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Vietnam,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Vietnam,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Vietnam,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Vietnam,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Vietnam,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Vietnam,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Vietnam,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Vietnam,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Vietnam,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Vietnam,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Vietnam,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Vietnam,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Vietnam,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Vietnam,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
